"","X.x","lab_number","sample_code","year.x","site.x","plot.x","top","bottom","pH","bray_p","olsen_p","total_carbon","inorganic_carbon","total_p","lead","bulk_density","ksat","k","loi_om","depth_increment_height","dry_mass","radius","bd_pred","bd_meas","bd_comp","code","X.y","year.y","site.y","plot.y","ksat_1","ksat_2","ksat_3","ksat_4","ksat_5","ksat_avg","site_type","land_use","land_use_detail"
"1260",1260,1260,"C22.24.01.80-100",2022,24,1,80,100,6.9,62,NA,0.376,NA,231,25,3.89970752669276,NA,NA,NA,20,270.141,1.05,1.43412256243427,NA,1.43412256243427,"2022241",353,2022,24,1,8.514155745,3.857976822,4.789212606,NA,NA,5.720448391,"Park/Green Space","Maintained_lawn","Maintained_lawn"
"1261",1261,1261,"C22.24.02.0-10",2022,24,2,0,10,7.2,32,NA,4.782,NA,563,34,1.1196712649518,NA,NA,NA,10,38.781,1.05,1.26808674078603,1.1196712649518,1.1196712649518,"2022242",354,2022,24,2,6.186066283,8.913256795,5.986515758,NA,NA,7.028612945,"Park/Green Space","Maintained_lawn","Maintained_lawn"
"1262",1262,1262,"C22.24.02.10-20",2022,24,2,10,20,7.3,22,NA,3.494,NA,526,24,1.37374174099872,NA,NA,NA,10,47.581,1.05,1.31436289546609,1.37374174099872,1.37374174099872,"2022242",354,2022,24,2,6.186066283,8.913256795,5.986515758,NA,NA,7.028612945,"Park/Green Space","Maintained_lawn","Maintained_lawn"
"1263",1263,1263,"C22.24.02.20-40",2022,24,2,20,40,7.6,16,6,1.008,NA,262,19,1.72163062749048,NA,NA,NA,20,119.261,1.05,1.40892944376947,1.72163062749048,1.72163062749048,"2022242",354,2022,24,2,6.186066283,8.913256795,5.986515758,NA,NA,7.028612945,"Park/Green Space","Maintained_lawn","Maintained_lawn"
"1264",1264,1264,"C22.24.02.40-60",2022,24,2,40,60,7.3,26,NA,2.816,NA,465,59,0.728590397532068,NA,NA,NA,20,50.471,1.05,1.33945453862793,0.728590397532068,0.728590397532068,"2022242",354,2022,24,2,6.186066283,8.913256795,5.986515758,NA,NA,7.028612945,"Park/Green Space","Maintained_lawn","Maintained_lawn"
"1265",1265,1265,"C22.24.02.60-80",2022,24,2,60,80,7.6,25,5,1.17,NA,267,60,0.449834665005583,NA,NA,NA,20,31.161,1.05,1.40254867743982,0.449834665005583,0.449834665005583,"2022242",354,2022,24,2,6.186066283,8.913256795,5.986515758,NA,NA,7.028612945,"Park/Green Space","Maintained_lawn","Maintained_lawn"
"1266",1266,1266,"C22.24.02.80-100",2022,24,2,80,100,7.2,38,NA,0.255,NA,232,11,1.91492629080118,NA,NA,NA,20,132.651,1.05,1.43900094901666,1.91492629080118,1.91492629080118,"2022242",354,2022,24,2,6.186066283,8.913256795,5.986515758,NA,NA,7.028612945,"Park/Green Space","Maintained_lawn","Maintained_lawn"
"1267",1267,1267,"C22.24.03.0-10",2022,24,3,0,10,7.1,23,NA,3.992,NA,444,37,1.16817562856076,NA,NA,NA,10,40.461,1.05,1.29625690886848,1.16817562856076,1.16817562856076,"2022243",355,2022,24,3,7.649436802,15.74231922,7.316852593,NA,NA,10.23620287,"Park/Green Space","Maintained_lawn","Maintained_lawn"
"1268",1268,1268,"C22.24.03.10-20",2022,24,3,10,20,7.3,45,NA,1.167,NA,351,17,2.46682222090061,NA,NA,NA,10,85.441,1.05,1.40266655663501,2.46682222090061,2.46682222090061,"2022243",355,2022,24,3,7.649436802,15.74231922,7.316852593,NA,NA,10.23620287,"Park/Green Space","Maintained_lawn","Maintained_lawn"
"1269",1269,1269,"C22.24.03.20-40",2022,24,3,20,40,7.5,52,15,0.349,NA,200,8,1.6475748580518,NA,NA,NA,20,114.131,1.05,1.4352095852398,1.6475748580518,1.6475748580518,"2022243",355,2022,24,3,7.649436802,15.74231922,7.316852593,NA,NA,10.23620287,"Park/Green Space","Maintained_lawn","Maintained_lawn"
"1270",1270,1270,"C22.24.03.40-60",2022,24,3,40,60,7.5,62,17,0.6,NA,260,0,2.02319495957118,NA,NA,NA,20,140.151,1.05,1.4251383582003,2.02319495957118,2.02319495957118,"2022243",355,2022,24,3,7.649436802,15.74231922,7.316852593,NA,NA,10.23620287,"Park/Green Space","Maintained_lawn","Maintained_lawn"
"1271",1271,1271,"C22.24.03.60-80",2022,24,3,60,80,7.4,114,NA,0.323,NA,338,6,1.34398951082073,NA,NA,NA,20,93.101,1.05,1.43625718502517,1.34398951082073,1.34398951082073,"2022243",355,2022,24,3,7.649436802,15.74231922,7.316852593,NA,NA,10.23620287,"Park/Green Space","Maintained_lawn","Maintained_lawn"
"1272",1272,1272,"C22.24.03.80-100",2022,24,3,80,100,7.5,73,20,0.338,NA,251,10,1.22056322842293,NA,NA,NA,20,84.551,1.05,1.43565270026395,1.22056322842293,1.22056322842293,"2022243",355,2022,24,3,7.649436802,15.74231922,7.316852593,NA,NA,10.23620287,"Park/Green Space","Maintained_lawn","Maintained_lawn"
"1273",1273,1273,"C22.25.01.0-10",2022,25,1,0,10,6.3,15,NA,3.379,NA,551,52,1.27240226703001,NA,NA,NA,10,44.071,1.05,1.31858279506217,1.27240226703001,1.27240226703001,"2022251",356,2022,25,1,21.55145673,17.29437886,21.01932199,NA,NA,19.95505253,"Park/Green Space","Maintained_lawn","Maintained_lawn"
"1274",1274,1274,"C22.25.01.10-20",2022,25,1,10,20,6.8,10,NA,2.059,NA,456,45,1.33736346829201,NA,NA,NA,10,46.321,1.05,1.36808291619044,1.33736346829201,1.33736346829201,"2022251",356,2022,25,1,21.55145673,17.29437886,21.01932199,NA,NA,19.95505253,"Park/Green Space","Maintained_lawn","Maintained_lawn"
"1275",1275,1275,"C22.25.01.20-40",2022,25,1,20,40,7,14,NA,1.54,NA,358,21,1.26574735285628,NA,NA,NA,20,87.681,1.05,1.38809172842864,1.26574735285628,1.26574735285628,"2022251",356,2022,25,1,21.55145673,17.29437886,21.01932199,NA,NA,19.95505253,"Park/Green Space","Maintained_lawn","Maintained_lawn"
"1276",1276,1276,"C22.25.01.40-60",2022,25,1,40,60,7.1,52,NA,1.537,NA,509,21,1.3692522002004,NA,NA,NA,20,94.851,1.05,1.38820829928615,1.3692522002004,1.3692522002004,"2022251",356,2022,25,1,21.55145673,17.29437886,21.01932199,NA,NA,19.95505253,"Park/Green Space","Maintained_lawn","Maintained_lawn"
"1277",1277,1277,"C22.25.01.60-80",2022,25,1,60,80,7.3,154,NA,0.827,NA,987,12,1.41198223480829,NA,NA,NA,20,97.811,1.05,1.41609554992672,1.41198223480829,1.41198223480829,"2022251",356,2022,25,1,21.55145673,17.29437886,21.01932199,NA,NA,19.95505253,"Park/Green Space","Maintained_lawn","Maintained_lawn"
"1278",1278,1278,"C22.25.01.80-100",2022,25,1,80,100,7.3,89,NA,0.856,NA,482,14,1.41559119043395,NA,NA,NA,20,98.061,1.05,1.41494475544692,1.41559119043395,1.41559119043395,"2022251",356,2022,25,1,21.55145673,17.29437886,21.01932199,NA,NA,19.95505253,"Park/Green Space","Maintained_lawn","Maintained_lawn"
"1279",1279,1279,"C22.25.02.0-10",2022,25,2,0,10,7,12,NA,2.721,NA,566,78,1.10408057664892,NA,NA,NA,10,38.241,1.05,1.34301149814367,1.10408057664892,1.10408057664892,"2022252",357,2022,25,2,15.43190729,17.43190729,7.18381891,NA,NA,13.34921116,"Park/Green Space","Natural_vegetation","Unmanaged_Turfgrass"
"1280",1280,1280,"C22.25.02.10-20",2022,25,2,10,20,7.1,10,NA,2.282,NA,556,61,1.55592182098237,NA,NA,NA,10,53.891,1.05,1.35958142857801,1.55592182098237,1.55592182098237,"2022252",357,2022,25,2,15.43190729,17.43190729,7.18381891,NA,NA,13.34921116,"Park/Green Space","Natural_vegetation","Unmanaged_Turfgrass"
"1281",1281,1281,"C22.25.02.20-40",2022,25,2,20,40,7.4,10,NA,1.434,NA,509,29,1.56240350528607,NA,NA,NA,20,108.231,1.05,1.39221697071028,1.56240350528607,1.56240350528607,"2022252",357,2022,25,2,15.43190729,17.43190729,7.18381891,NA,NA,13.34921116,"Park/Green Space","Natural_vegetation","Unmanaged_Turfgrass"
"1282",1282,1282,"C22.25.02.40-60",2022,25,2,40,60,7.3,18,NA,1.656,NA,428,19,1.42800599778625,NA,NA,NA,20,98.921,1.05,1.38359240234149,1.42800599778625,1.42800599778625,"2022252",357,2022,25,2,15.43190729,17.43190729,7.18381891,NA,NA,13.34921116,"Park/Green Space","Natural_vegetation","Unmanaged_Turfgrass"
"1283",1283,1283,"C22.25.02.60-80",2022,25,2,60,80,7.3,44,NA,1.028,NA,393,19,1.46611656919329,NA,NA,NA,20,101.561,1.05,1.40814000667576,1.46611656919329,1.46611656919329,"2022252",357,2022,25,2,15.43190729,17.43190729,7.18381891,NA,NA,13.34921116,"Park/Green Space","Natural_vegetation","Unmanaged_Turfgrass"
"1284",1284,1284,"C22.25.02.80-100",2022,25,2,80,100,7.3,55,NA,0.674,NA,468,14,1.39913435278092,NA,NA,NA,20,96.921,1.05,1.42218367711113,1.39913435278092,1.39913435278092,"2022252",357,2022,25,2,15.43190729,17.43190729,7.18381891,NA,NA,13.34921116,"Park/Green Space","Natural_vegetation","Unmanaged_Turfgrass"
"1285",1285,1285,"C22.25.03.0-10",2022,25,3,0,10,6.2,69,NA,3.5,NA,682,55,1.05066803338905,NA,NA,NA,10,36.391,1.05,1.31414312833801,1.05066803338905,1.05066803338905,"2022253",358,2022,25,3,4.190561031,58.82206013,18.09258096,NA,NA,27.03506737,"Park/Green Space","Maintained_lawn","Maintained_lawn"
"1286",1286,1286,"C22.25.03.10-20",2022,25,3,10,20,6.4,58,NA,2.312,NA,587,87,1.46064539246478,NA,NA,NA,10,50.591,1.05,1.35844208868106,1.46064539246478,1.46064539246478,"2022253",358,2022,25,3,4.190561031,58.82206013,18.09258096,NA,NA,27.03506737,"Park/Green Space","Maintained_lawn","Maintained_lawn"
"1287",1287,1287,"C22.25.03.20-40",2022,25,3,20,40,6.6,43,NA,1.447,NA,490,53,1.5284793224048,NA,NA,NA,20,105.881,1.05,1.39171033483802,1.5284793224048,1.5284793224048,"2022253",358,2022,25,3,4.190561031,58.82206013,18.09258096,NA,NA,27.03506737,"Park/Green Space","Maintained_lawn","Maintained_lawn"
"1288",1288,1288,"C22.25.03.40-60",2022,25,3,40,60,6.8,35,NA,0.938,NA,403,39,1.334606226194,NA,NA,NA,20,92.451,1.05,1.41169622721303,1.334606226194,1.334606226194,"2022253",358,2022,25,3,4.190561031,58.82206013,18.09258096,NA,NA,27.03506737,"Park/Green Space","Maintained_lawn","Maintained_lawn"
"1289",1289,1289,"C22.25.03.60-80",2022,25,3,60,80,6.8,38,NA,0.877,NA,488,18,1.68481928010868,NA,NA,NA,20,116.711,1.05,1.41411204972545,1.68481928010868,1.68481928010868,"2022253",358,2022,25,3,4.190561031,58.82206013,18.09258096,NA,NA,27.03506737,"Park/Green Space","Maintained_lawn","Maintained_lawn"
"1290",1290,1290,"C22.25.03.80-100",2022,25,3,80,100,6.5,44,NA,1.227,NA,651,40,1.52270499340374,NA,NA,NA,20,105.481,1.05,1.40031099835546,1.52270499340374,1.52270499340374,"2022253",358,2022,25,3,4.190561031,58.82206013,18.09258096,NA,NA,27.03506737,"Park/Green Space","Maintained_lawn","Maintained_lawn"
"1291",1291,1291,"C22.26.01.0-10",2022,26,1,0,10,6.7,36,NA,2.043,NA,583,16,1.38240323450032,NA,NA,NA,10,47.881,1.05,1.36869508998754,1.38240323450032,1.38240323450032,"2022261",359,2022,26,1,10.90876221,9.046290479,11.57393047,NA,NA,10.50966105,"Park/Green Space","Maintained_lawn","Maintained_lawn"
"1292",1292,1292,"C22.26.01.10-20",2022,26,1,10,20,7.2,29,NA,0.721,NA,439,16,1.62896708284586,NA,NA,NA,10,56.421,1.05,1.42031047724084,1.62896708284586,1.62896708284586,"2022261",359,2022,26,1,10.90876221,9.046290479,11.57393047,NA,NA,10.50966105,"Park/Green Space","Maintained_lawn","Maintained_lawn"
"1293",1293,1293,"C22.26.01.20-40",2022,26,1,20,40,7.2,65,NA,0.855,NA,458,32,1.47896445122066,NA,NA,NA,20,102.451,1.05,1.41498442125916,1.47896445122066,1.47896445122066,"2022261",359,2022,26,1,10.90876221,9.046290479,11.57393047,NA,NA,10.50966105,"Park/Green Space","Maintained_lawn","Maintained_lawn"
"1294",1294,1294,"C22.26.01.40-60",2022,26,1,40,60,6.9,124,NA,1.248,NA,903,36,1.91651423127647,NA,NA,NA,20,132.761,1.05,1.39948755964936,1.91651423127647,1.91651423127647,"2022261",359,2022,26,1,10.90876221,9.046290479,11.57393047,NA,NA,10.50966105,"Park/Green Space","Maintained_lawn","Maintained_lawn"
"1295",1295,1295,"C22.26.01.60-80",2022,26,1,60,80,6.9,130,NA,1.11,NA,675,17,0.679797317473056,NA,NA,NA,20,47.091,1.05,1.40490828935231,0.679797317473056,0.679797317473056,"2022261",359,2022,26,1,10.90876221,9.046290479,11.57393047,NA,NA,10.50966105,"Park/Green Space","Maintained_lawn","Maintained_lawn"
"1296",1296,1296,"C22.26.01.80-100",2022,26,1,80,100,6.9,38,NA,0.588,NA,266,8,2.00413967386766,NA,NA,NA,20,138.831,1.05,1.42561811746581,2.00413967386766,2.00413967386766,"2022261",359,2022,26,1,10.90876221,9.046290479,11.57393047,NA,NA,10.50966105,"Park/Green Space","Maintained_lawn","Maintained_lawn"
"1297",1297,1297,"C22.26.02.0-10",2022,26,2,0,10,6.6,23,NA,2.04,NA,482,16,1.44851930156254,NA,NA,NA,10,50.171,1.05,1.36880990547102,1.44851930156254,1.44851930156254,"2022262",360,2022,26,2,10.90876205,9.046290476,11.57393047,NA,NA,10.509661,"Park/Green Space","Maintained_lawn","Maintained_lawn"
"1298",1298,1298,"C22.26.02.10-20",2022,26,2,10,20,7,18,NA,0.85,NA,342,16,1.38529039900086,NA,NA,NA,10,47.981,1.05,1.41518276826909,1.38529039900086,1.38529039900086,"2022262",360,2022,26,2,10.90876205,9.046290476,11.57393047,NA,NA,10.509661,"Park/Green Space","Maintained_lawn","Maintained_lawn"
"1299",1299,1299,"C22.26.02.20-40",2022,26,2,20,40,7.1,53,NA,0.727,NA,466,25,1.45875429971693,NA,NA,NA,20,101.051,1.05,1.42007153644081,1.45875429971693,1.45875429971693,"2022262",360,2022,26,2,10.90876205,9.046290476,11.57393047,NA,NA,10.509661,"Park/Green Space","Maintained_lawn","Maintained_lawn"
"1300",1300,1300,"C22.26.02.40-60",2022,26,2,40,60,6.7,132,NA,2.038,NA,1149,41,1.5517209966341,NA,NA,NA,20,107.491,1.05,1.36888645489921,1.5517209966341,1.5517209966341,"2022262",360,2022,26,2,10.90876205,9.046290476,11.57393047,NA,NA,10.509661,"Park/Green Space","Maintained_lawn","Maintained_lawn"
"1301",1301,1301,"C22.26.02.60-80",2022,26,2,60,80,6.6,69,NA,1.651,NA,521,16,0.878289876884717,NA,NA,NA,20,60.841,1.05,1.38378601430438,0.878289876884717,0.878289876884717,"2022262",360,2022,26,2,10.90876205,9.046290476,11.57393047,NA,NA,10.509661,"Park/Green Space","Maintained_lawn","Maintained_lawn"
"1302",1302,1302,"C22.26.02.80-100",2022,26,2,80,100,6.9,31,NA,0.527,NA,195,0,2.25258017913854,NA,NA,NA,20,156.041,1.05,1.42805958068314,2.25258017913854,2.25258017913854,"2022262",360,2022,26,2,10.90876205,9.046290476,11.57393047,NA,NA,10.509661,"Park/Green Space","Maintained_lawn","Maintained_lawn"
"1303",1303,1303,"C22.26.03.0-10",2022,26,3,0,10,6.7,34,NA,1.915,NA,462,11,1.56747047898451,NA,NA,NA,10,54.291,1.05,1.37360313144327,1.56747047898451,1.56747047898451,"2022263",361,2022,26,3,16.49617676,5.055279973,8.780223112,NA,NA,10.11055995,"Park/Green Space","Maintained_lawn","Maintained_lawn"
"1304",1304,1304,"C22.26.03.10-20",2022,26,3,10,20,7.2,13,NA,0.717,NA,310,12,1.12660045975308,NA,NA,NA,10,39.021,1.05,1.42046979513465,1.12660045975308,1.12660045975308,"2022263",361,2022,26,3,16.49617676,5.055279973,8.780223112,NA,NA,10.11055995,"Park/Green Space","Maintained_lawn","Maintained_lawn"
"1305",1305,1305,"C22.26.03.20-40",2022,26,3,20,40,7.4,80,NA,0.6,NA,469,15,1.69766716213605,NA,NA,NA,20,117.601,1.05,1.4251383582003,1.69766716213605,1.69766716213605,"2022263",361,2022,26,3,16.49617676,5.055279973,8.780223112,NA,NA,10.11055995,"Park/Green Space","Maintained_lawn","Maintained_lawn"
"1306",1306,1306,"C22.26.03.40-60",2022,26,3,40,60,7.5,90,72,0.469,NA,545,22,1.75613224327185,NA,NA,NA,20,121.651,1.05,1.43038514211245,1.75613224327185,1.75613224327185,"2022263",361,2022,26,3,16.49617676,5.055279973,8.780223112,NA,NA,10.11055995,"Park/Green Space","Maintained_lawn","Maintained_lawn"
"1307",1307,1307,"C22.26.03.60-80",2022,26,3,60,80,7.2,98,NA,0.877,NA,669,19,1.95303686220822,NA,NA,NA,20,135.291,1.05,1.41411204972545,1.95303686220822,1.95303686220822,"2022263",361,2022,26,3,16.49617676,5.055279973,8.780223112,NA,NA,10.11055995,"Park/Green Space","Maintained_lawn","Maintained_lawn"
"1308",1308,1308,"C22.26.03.80-100",2022,26,3,80,100,6.7,143,NA,1.466,NA,928,38,2.0038509574176,NA,NA,NA,20,138.811,1.05,1.39097022431162,2.0038509574176,2.0038509574176,"2022263",361,2022,26,3,16.49617676,5.055279973,8.780223112,NA,NA,10.11055995,"Park/Green Space","Maintained_lawn","Maintained_lawn"
"1309",1309,1309,"C22.27.01.0-10",2022,27,1,0,10,7.2,18,NA,5.178,NA,523,111,1.30127391203534,NA,NA,NA,10,45.071,1.05,1.25421658736278,1.30127391203534,1.30127391203534,"2022271",362,2022,27,1,4.057527347,5.254830499,3.25932546,NA,NA,4.190561102,"Park/Green Space","Maintained_lawn","Maintained_lawn"
"1310",1310,1310,"C22.27.01.10-20",2022,27,1,10,20,7.3,10,NA,2.838,NA,356,81,1.38990986220171,NA,NA,NA,10,48.141,1.05,1.33863227424264,1.38990986220171,1.38990986220171,"2022271",362,2022,27,1,4.057527347,5.254830499,3.25932546,NA,NA,4.190561102,"Park/Green Space","Maintained_lawn","Maintained_lawn"
"1311",1311,1311,"C22.27.01.20-40",2022,27,1,20,40,7.9,15,8,1.924,NA,337,59,1.27917266778376,NA,NA,NA,20,88.611,1.05,1.37325741505187,1.27917266778376,1.27917266778376,"2022271",362,2022,27,1,4.057527347,5.254830499,3.25932546,NA,NA,4.190561102,"Park/Green Space","Maintained_lawn","Maintained_lawn"
"1312",1312,1312,"C22.27.02.0-10",2022,27,2,0,10,7.4,22,NA,7.876,NA,673,96,0.926808676316178,NA,NA,NA,10,32.101,1.05,1.164001561535,0.926808676316178,0.926808676316178,"2022272",363,2022,27,2,7.054566984,26.87280407,4.605064559,NA,NA,12.8441452,"Park/Green Space","Maintained_lawn","Maintained_lawn"
"1313",1313,1313,"C22.27.02.10-20",2022,27,2,10,20,7.5,18,11,5.01,NA,469,106,1.29665444883449,NA,NA,NA,10,44.911,1.05,1.26008066607101,1.29665444883449,1.29665444883449,"2022272",363,2022,27,2,7.054566984,26.87280407,4.605064559,NA,NA,12.8441452,"Park/Green Space","Maintained_lawn","Maintained_lawn"
"1314",1314,1314,"C22.27.02.20-40",2022,27,2,20,40,7.9,12,8,1.737,NA,406,28,1.78716926165258,NA,NA,NA,20,123.801,1.05,1.38045995347569,1.78716926165258,1.78716926165258,"2022272",363,2022,27,2,7.054566984,26.87280407,4.605064559,NA,NA,12.8441452,"Park/Green Space","Maintained_lawn","Maintained_lawn"
"1315",1315,1315,"C22.27.03.0-10",2022,27,3,0,10,7.4,12,NA,5.44,NA,414,78,0.681688410220905,NA,NA,NA,10,23.611,1.05,1.24513052179149,0.681688410220905,0.681688410220905,"2022273",364,2022,27,3,7.449886277,7.982021011,13.08034295,NA,NA,9.504083413,"Park/Green Space","Maintained_lawn","Maintained_lawn"
"1316",1316,1316,"C22.27.03.10-20",2022,27,3,10,20,7.2,9,NA,6.011,NA,492,86,1.04893573468873,NA,NA,NA,10,36.331,1.05,1.2255754876099,1.04893573468873,1.04893573468873,"2022273",364,2022,27,3,7.449886277,7.982021011,13.08034295,NA,NA,9.504083413,"Park/Green Space","Maintained_lawn","Maintained_lawn"
"1317",1317,1317,"C22.27.03.20-40",2022,27,3,20,40,7.6,14,6,2.011,NA,760,52,1.33706031601945,NA,NA,NA,20,92.621,1.05,1.36992032431492,1.33706031601945,1.33706031601945,"2022273",364,2022,27,3,7.449886277,7.982021011,13.08034295,NA,NA,9.504083413,"Park/Green Space","Maintained_lawn","Maintained_lawn"
"1318",1318,1318,"C22.27.03.40-60",2022,27,3,40,60,7.8,6,4,2.322,NA,379,33,1.71080376061348,NA,NA,NA,20,118.511,1.05,1.35806253777853,1.71080376061348,1.71080376061348,"2022273",364,2022,27,3,7.449886277,7.982021011,13.08034295,NA,NA,9.504083413,"Park/Green Space","Maintained_lawn","Maintained_lawn"
"1319",1319,1319,"C22.28.01.0-10",2022,28,1,0,10,6.3,43,NA,5.592,NA,839,55,0.900535479361325,NA,NA,NA,10,31.191,1.05,1.23989203783892,0.900535479361325,0.900535479361325,"2022281",365,2022,28,1,26.20763565,7.926590309,15.69797465,NA,NA,16.61073354,"Park/Green Space","Maintained_lawn","Maintained_lawn"
"1320",1320,1320,"C22.28.01.10-20",2022,28,1,10,20,6.5,32,NA,3.422,NA,782,61,1.55072492488141,NA,NA,NA,10,53.711,1.05,1.31700320583757,1.55072492488141,1.55072492488141,"2022281",365,2022,28,1,26.20763565,7.926590309,15.69797465,NA,NA,16.61073354,"Park/Green Space","Maintained_lawn","Maintained_lawn"
"1321",1321,1321,"C22.28.01.20-40",2022,28,1,20,40,6.6,51,NA,1.549,NA,726,26,1.11893503800416,NA,NA,NA,20,77.511,1.05,1.38774207914375,1.11893503800416,1.11893503800416,"2022281",365,2022,28,1,26.20763565,7.926590309,15.69797465,NA,NA,16.61073354,"Park/Green Space","Maintained_lawn","Maintained_lawn"
"1322",1322,1322,"C22.28.01.40-60",2022,28,1,40,60,6.7,64,NA,0.629,NA,491,8,1.43753364063801,NA,NA,NA,20,99.581,1.05,1.4239796566853,1.43753364063801,1.43753364063801,"2022281",365,2022,28,1,26.20763565,7.926590309,15.69797465,NA,NA,16.61073354,"Park/Green Space","Maintained_lawn","Maintained_lawn"
"1323",1323,1323,"C22.28.01.60-80",2022,28,1,60,80,6.5,70,NA,0.761,NA,560,16,1.5733747303881,NA,NA,NA,20,108.991,1.05,1.41871835513516,1.5733747303881,1.5733747303881,"2022281",365,2022,28,1,26.20763565,7.926590309,15.69797465,NA,NA,16.61073354,"Park/Green Space","Maintained_lawn","Maintained_lawn"
"1324",1324,1324,"C22.28.01.80-100",2022,28,1,80,100,6.3,71,NA,1.083,NA,754,19,0.683406273098723,NA,NA,NA,20,47.341,1.05,1.40597150881175,0.683406273098723,0.683406273098723,"2022281",365,2022,28,1,26.20763565,7.926590309,15.69797465,NA,NA,16.61073354,"Park/Green Space","Maintained_lawn","Maintained_lawn"
"1325",1325,1325,"C22.28.02.0-10",2022,28,2,0,10,6.3,38,NA,4.78,NA,851,111,1.15143007445766,NA,NA,NA,10,39.881,1.05,1.26815721341687,1.15143007445766,1.15143007445766,"2022282",366,2022,28,2,9.445391529,17.42741254,13.30336835,NA,NA,13.39205747,"Park/Green Space","Maintained_lawn","Maintained_lawn"
"1326",1326,1326,"C22.28.02.10-20",2022,28,2,10,20,6.3,29,NA,3.696,NA,817,79,1.70951897241074,NA,NA,NA,10,59.211,1.05,1.30698589725859,1.70951897241074,1.70951897241074,"2022282",366,2022,28,2,9.445391529,17.42741254,13.30336835,NA,NA,13.39205747,"Park/Green Space","Maintained_lawn","Maintained_lawn"
"1327",1327,1327,"C22.28.02.20-40",2022,28,2,20,40,6.7,23,NA,1.115,NA,403,27,1.27065553250719,NA,NA,NA,20,88.021,1.05,1.40471149187011,1.27065553250719,1.27065553250719,"2022282",366,2022,28,2,9.445391529,17.42741254,13.30336835,NA,NA,13.39205747,"Park/Green Space","Maintained_lawn","Maintained_lawn"
"1328",1328,1328,"C22.28.02.40-60",2022,28,2,40,60,6.8,18,NA,0.648,NA,363,11,1.27195475653243,NA,NA,NA,20,88.111,1.05,1.42322105682415,1.27195475653243,1.27195475653243,"2022282",366,2022,28,2,9.445391529,17.42741254,13.30336835,NA,NA,13.39205747,"Park/Green Space","Maintained_lawn","Maintained_lawn"
"1329",1329,1329,"C22.28.02.60-80",2022,28,2,60,80,6.7,35,NA,1.861,NA,561,27,0.190567292857697,NA,NA,NA,20,13.201,1.05,1.37567940193992,0.190567292857697,0.190567292857697,"2022282",366,2022,28,2,9.445391529,17.42741254,13.30336835,NA,NA,13.39205747,"Park/Green Space","Maintained_lawn","Maintained_lawn"
"1330",1330,1330,"C22.28.02.80-100",2022,28,2,80,100,6.5,50,NA,1.264,NA,448,25,0.522735568644047,NA,NA,NA,20,36.211,1.05,1.39886052779596,0.522735568644047,0.522735568644047,"2022282",366,2022,28,2,9.445391529,17.42741254,13.30336835,NA,NA,13.39205747,"Park/Green Space","Maintained_lawn","Maintained_lawn"
"1331",1331,1331,"C22.28.03.0-10",2022,28,3,0,10,6.3,35,NA,2.98,NA,478,65,1.36796741199766,NA,NA,NA,10,47.381,1.05,1.33333803905969,1.36796741199766,1.36796741199766,"2022283",367,2022,28,3,8.115054694,2.66067367,12.37213257,NA,NA,7.715953645,"Park/Green Space","Maintained_lawn","Maintained_lawn"
"1332",1332,1332,"C22.28.03.10-20",2022,28,3,10,20,6.2,17,NA,1.235,NA,331,16,1.61337639454298,NA,NA,NA,10,55.881,1.05,1.39999724591224,1.61337639454298,1.61337639454298,"2022283",367,2022,28,3,8.115054694,2.66067367,12.37213257,NA,NA,7.715953645,"Park/Green Space","Maintained_lawn","Maintained_lawn"
"1333",1333,1333,"C22.28.03.20-40",2022,28,3,20,40,6.3,15,NA,0.897,NA,328,15,0.98930135193022,NA,NA,NA,20,68.531,1.05,1.41331948691599,0.98930135193022,0.98930135193022,"2022283",367,2022,28,3,8.115054694,2.66067367,12.37213257,NA,NA,7.715953645,"Park/Green Space","Maintained_lawn","Maintained_lawn"
"1334",1334,1334,"C22.29.01.0-10",2022,29,1,0,10,6.9,33,NA,4.363,NA,605,44,NA,NA,NA,NA,10,NA,1.05,1.28294400507473,NA,1.28294400507473,"2022291",368,2022,29,1,8.377298294,9.929749668,8.381122061,NA,NA,8.896056674,"Park/Green Space","Maintained_lawn","Maintained_lawn"
"1335",1335,1335,"C22.29.01.10-20",2022,29,1,10,20,7.1,16,NA,2.9,NA,482,43,NA,NA,NA,NA,10,NA,1.05,1.33631791738638,NA,1.33631791738638,"2022291",368,2022,29,1,8.377298294,9.929749668,8.381122061,NA,NA,8.896056674,"Park/Green Space","Maintained_lawn","Maintained_lawn"
"1336",1336,1336,"C22.29.01.20-40",2022,29,1,20,40,7.4,30,NA,3.693,NA,459,55,NA,NA,NA,NA,20,NA,1.05,1.30709512812929,NA,1.30709512812929,"2022291",368,2022,29,1,8.377298294,9.929749668,8.381122061,NA,NA,8.896056674,"Park/Green Space","Maintained_lawn","Maintained_lawn"
"1337",1337,1337,"C22.29.01.40-60",2022,29,1,40,60,7.5,26,12,3.17,NA,438,57,NA,NA,NA,NA,20,NA,1.05,1.32628958177554,NA,1.32628958177554,"2022291",368,2022,29,1,8.377298294,9.929749668,8.381122061,NA,NA,8.896056674,"Park/Green Space","Maintained_lawn","Maintained_lawn"
